,filename,ageLow,ageHigh,gender,genderConfidence,emotion,emotionConfidence,b_filename,b_ageLow,b_ageHigh,b_gender,b_genderConf,b_emotion,b_emotionConf
0,portrait_1.jpg,18,30,Female,92.99,CALM,63.34,portrait_1_blurred.jpg,13,23,Female,99.63,CALM,84.28
1,portrait_2.jpg,13,25,Female,99.98,HAPPY,99.99,portrait_2_blurred.jpg,19,31,Female,99.98,HAPPY,99.99
2,portrait_3.jpg,22,34,Male,98.97,HAPPY,86.23,portrait_3_blurred.jpg,23,37,Male,97.53,HAPPY,96.63
3,portrait_4.jpg,21,33,Male,99.89,CALM,72.04,portrait_4_blurred.jpg,20,32,Male,99.65,CALM,94.4
4,portrait_5.jpg,22,34,Female,99.58,CALM,50.5,portrait_5_blurred.jpg,23,35,Female,99.37,CALM,54.59
5,portrait_6.jpg,29,45,Male,99.73,CALM,97.31,portrait_6_blurred.jpg,26,42,Male,99.49,CALM,98.48
6,portrait_7.jpg,19,31,Male,97.34,CALM,92.81,portrait_7_blurred.jpg,19,31,Male,98.0,CALM,93.05
7,portrait_8.jpg,17,29,Female,99.95,CALM,96.96,portrait_8_blurred.jpg,17,29,Female,99.95,CALM,97.69
8,portrait_9.jpg,15,27,Female,94.7,CALM,96.15,portrait_9_blurred.jpg,15,27,Female,99.09,CALM,78.0
9,portrait_10.jpg,22,34,Female,99.63,CALM,91.16,portrait_10_blurred.jpg,21,33,Female,99.83,CALM,89.36
10,portrait_11.jpg,12,22,Female,99.64,CALM,97.71,portrait_11_blurred.jpg,12,22,Female,99.64,CALM,99.04
11,portrait_12.jpg,31,47,Female,84.53,CALM,97.9,portrait_12_blurred.jpg,20,32,Female,90.45,CALM,97.57
12,portrait_13.jpg,11,21,Female,99.21,CALM,98.6,portrait_13_blurred.jpg,18,30,Female,99.95,CALM,99.18
13,portrait_14.jpg,24,38,Male,88.35,CALM,96.08,portrait_14_blurred.jpg,24,38,Male,94.47,CALM,99.44
14,portrait_15.jpg,21,33,Female,99.13,HAPPY,99.68,portrait_15_blurred.jpg,17,29,Female,97.47,HAPPY,96.45
15,portrait_16.jpg,24,38,Female,99.27,HAPPY,99.56,portrait_16_blurred.jpg,23,35,Female,99.63,HAPPY,98.94
16,portrait_17.jpg,22,34,Female,99.29,CALM,92.9,portrait_17_blurred.jpg,21,33,Female,98.79,CALM,92.12
17,portrait_18.jpg,30,46,Male,99.8,HAPPY,99.81,portrait_18_blurred.jpg,23,35,Male,99.18,HAPPY,99.91
18,portrait_19.jpg,48,66,Male,97.35,CALM,52.75,portrait_19_blurred.jpg,47,65,Male,93.84,CALM,80.46
19,portrait_20.jpg,11,21,Female,94.71,CALM,96.79,portrait_20_blurred.jpg,12,22,Female,95.35,CALM,98.5
20,portrait_21.jpg,16,28,Male,99.63,CALM,98.44,portrait_21_blurred.jpg,14,26,Male,98.9,CALM,97.92
21,portrait_22.jpg,23,35,Female,99.86,CALM,91.0,portrait_22_blurred.jpg,22,34,Female,99.89,CALM,92.77
22,portrait_23.jpg,19,31,Female,98.52,SAD,49.03,portrait_23_blurred.jpg,16,28,Female,99.16,CALM,85.32
23,portrait_24.jpg,29,45,Male,90.24,CALM,84.77,portrait_24_blurred.jpg,26,40,Female,58.7,CALM,81.31
24,portrait_25.jpg,22,34,Female,99.97,HAPPY,99.91,portrait_25_blurred.jpg,19,31,Female,99.91,HAPPY,99.86
25,portrait_26.jpg,15,27,Female,99.65,CALM,99.14,portrait_26_blurred.jpg,18,30,Female,99.68,CALM,98.95
26,portrait_27.jpg,22,34,Female,72.35,CALM,89.56,portrait_27_blurred.jpg,22,34,Female,98.34,CALM,63.17
27,portrait_28.jpg,22,34,Female,99.48,CALM,97.68,portrait_28_blurred.jpg,22,34,Female,99.64,CALM,97.67
28,portrait_29.jpg,21,33,Female,99.93,HAPPY,99.89,portrait_29_blurred.jpg,21,33,Female,99.89,HAPPY,99.86
29,portrait_30.jpg,32,48,Male,99.41,CALM,99.69,portrait_30_blurred.jpg,32,48,Male,98.3,CALM,97.27
30,portrait_31.jpg,22,34,Female,97.69,FEAR,49.07,portrait_31_blurred.jpg,14,26,Female,98.74,DISGUSTED,53.37
31,portrait_32.jpg,21,33,Male,98.33,SAD,48.75,portrait_32_blurred.jpg,23,37,Male,98.04,CALM,83.34
32,portrait_33.jpg,41,59,Male,77.03,CALM,91.36,portrait_33_blurred.jpg,23,35,Female,53.51,CALM,94.63
33,portrait_34.jpg,24,38,Female,70.73,HAPPY,99.99,portrait_34_blurred.jpg,13,25,Female,90.74,HAPPY,99.98
34,portrait_35.jpg,21,33,Female,99.91,CALM,53.32,portrait_35_blurred.jpg,21,33,Female,99.89,CALM,42.27
35,portrait_36.jpg,22,34,Male,99.45,HAPPY,99.3,portrait_36_blurred.jpg,22,34,Male,98.72,HAPPY,99.66
36,portrait_37.jpg,23,37,Female,99.94,HAPPY,48.3,portrait_37_blurred.jpg,23,35,Female,99.91,FEAR,49.69
37,portrait_38.jpg,29,45,Male,90.24,CALM,84.77,portrait_38_blurred.jpg,26,40,Female,58.7,CALM,81.31
38,portrait_39.jpg,13,23,Female,98.44,FEAR,95.64,portrait_39_blurred.jpg,13,25,Female,99.66,FEAR,87.36
39,portrait_40.jpg,14,26,Female,97.7,CALM,84.98,portrait_40_blurred.jpg,15,27,Female,99.03,CALM,95.68
40,portrait_41.jpg,22,34,Female,94.09,SAD,49.92,portrait_41_blurred.jpg,20,32,Female,99.38,CALM,95.96
41,portrait_42.jpg,41,59,Male,98.01,HAPPY,84.28,portrait_42_blurred.jpg,38,56,Male,92.12,HAPPY,96.11
42,portrait_43.jpg,12,22,Female,99.5,CALM,97.15,portrait_43_blurred.jpg,18,30,Female,99.36,CALM,97.05
43,portrait_44.jpg,22,34,Female,98.37,CALM,90.77,portrait_44_blurred.jpg,22,34,Female,95.48,CALM,85.86
44,portrait_45.jpg,22,34,Female,99.48,CALM,97.68,portrait_45_blurred.jpg,22,34,Female,99.64,CALM,97.67
45,portrait_46.jpg,22,34,Female,99.96,CALM,92.85,portrait_46_blurred.jpg,17,29,Female,99.95,CALM,92.77
46,portrait_47.jpg,25,39,Male,97.48,ANGRY,88.38,portrait_47_blurred.jpg,25,39,Male,94.65,CALM,76.8
47,portrait_48.jpg,22,34,Female,72.35,CALM,89.56,portrait_48_blurred.jpg,22,34,Female,98.34,CALM,63.17
48,portrait_50.jpg,32,48,Male,98.84,CALM,61.34,portrait_50_blurred.jpg,32,48,Male,99.54,CALM,91.49
49,portrait_51.jpg,22,34,Female,99.77,HAPPY,99.99,portrait_51_blurred.jpg,22,34,Female,98.55,HAPPY,99.96
50,portrait_52.jpg,14,26,Female,99.15,CALM,97.07,portrait_52_blurred.jpg,12,22,Female,99.63,CALM,96.24
51,portrait_53.jpg,23,35,Female,99.59,CALM,96.39,portrait_53_blurred.jpg,22,34,Female,98.4,CALM,95.96
52,portrait_54.jpg,12,22,Male,99.0,CALM,99.79,portrait_54_blurred.jpg,12,22,Male,98.48,CALM,99.82
53,portrait_55.jpg,22,34,Male,99.94,CALM,89.03,portrait_55_blurred.jpg,22,34,Male,99.89,CALM,63.35
54,portrait_56.jpg,17,29,Female,95.11,SAD,99.59,portrait_56_blurred.jpg,17,29,Female,95.85,SAD,99.65
55,portrait_57.jpg,22,34,Male,99.5,CALM,64.21,portrait_57_blurred.jpg,23,35,Male,99.56,CALM,92.33
56,portrait_58.jpg,32,48,Male,98.7,HAPPY,98.17,portrait_58_blurred.jpg,32,48,Male,99.48,HAPPY,99.0
57,portrait_59.jpg,18,30,Female,95.05,CALM,90.87,portrait_59_blurred.jpg,16,28,Female,95.29,CALM,90.39
58,portrait_60.jpg,28,44,Male,98.71,CALM,94.33,portrait_60_blurred.jpg,26,40,Male,96.27,CALM,98.46
59,portrait_61.jpg,35,51,Female,99.82,HAPPY,98.94,portrait_61_blurred.jpg,36,52,Female,99.52,HAPPY,99.32
60,portrait_62.jpg,32,48,Female,62.26,SAD,63.78,portrait_62_blurred.jpg,30,46,Female,74.37,FEAR,52.14
61,portrait_63.jpg,23,35,Female,98.48,SAD,68.16,portrait_63_blurred.jpg,22,34,Female,97.9,SAD,59.55
62,portrait_64.jpg,16,28,Male,62.16,CALM,99.34,portrait_64_blurred.jpg,17,29,Female,59.42,CALM,98.53
63,portrait_65.jpg,19,31,Female,99.84,CALM,94.72,portrait_65_blurred.jpg,14,26,Female,99.72,CALM,93.78
64,portrait_66.jpg,31,47,Male,99.08,CALM,46.22,portrait_66_blurred.jpg,26,40,Male,97.47,HAPPY,79.42
65,portrait_67.jpg,24,38,Male,93.98,SAD,99.35,portrait_67_blurred.jpg,22,34,Male,85.05,CALM,67.18
66,portrait_68.jpg,22,34,Female,99.78,HAPPY,99.8,portrait_68_blurred.jpg,22,34,Female,99.85,HAPPY,99.74
67,portrait_69.jpg,22,34,Male,93.41,CALM,70.73,portrait_69_blurred.jpg,22,34,Male,95.69,CALM,75.41
68,portrait_70.jpg,21,33,Male,99.93,CALM,82.35,portrait_70_blurred.jpg,16,28,Male,99.79,CALM,49.45
69,portrait_71.jpg,15,27,Female,98.86,CALM,97.3,portrait_71_blurred.jpg,14,26,Female,99.08,CALM,95.32
70,portrait_72.jpg,22,34,Female,96.59,CALM,91.38,portrait_72_blurred.jpg,26,40,Female,99.68,CALM,99.28
71,portrait_73.jpg,22,34,Male,99.54,CALM,97.11,portrait_73_blurred.jpg,22,34,Male,97.85,CALM,97.6
72,portrait_75.jpg,20,32,Female,52.78,CALM,62.31,portrait_75_blurred.jpg,9,19,Female,68.29,CALM,89.08
73,portrait_77.jpg,24,38,Female,56.66,CALM,72.23,portrait_77_blurred.jpg,23,35,Female,68.66,CALM,91.38
74,portrait_78.jpg,43,61,Male,88.72,CALM,86.26,portrait_78_blurred.jpg,36,52,Male,95.87,CALM,77.61
75,portrait_79.jpg,18,30,Female,99.53,CALM,75.55,portrait_79_blurred.jpg,17,29,Female,99.33,CALM,80.52
76,portrait_80.jpg,12,22,Male,93.1,CALM,98.68,portrait_80_blurred.jpg,12,22,Male,94.76,CALM,99.49
77,portrait_81.jpg,23,37,Male,97.88,CALM,99.19,portrait_81_blurred.jpg,23,37,Male,98.52,CALM,99.38
78,portrait_82.jpg,12,22,Female,58.95,FEAR,50.58,portrait_82_blurred.jpg,13,23,Female,91.24,SURPRISED,41.17
79,portrait_83.jpg,22,34,Female,56.0,SAD,48.14,portrait_83_blurred.jpg,18,30,Female,98.41,SAD,74.99
80,portrait_84.jpg,5,15,Female,97.84,SAD,96.37,portrait_84_blurred.jpg,7,17,Female,97.43,SAD,79.01
81,portrait_85.jpg,28,44,Female,98.5,CALM,88.74,portrait_85_blurred.jpg,23,35,Female,98.75,CALM,95.79
82,portrait_86.jpg,22,34,Male,96.96,SAD,65.98,portrait_86_blurred.jpg,22,34,Male,96.38,SAD,43.51
83,portrait_87.jpg,17,29,Female,99.96,CALM,95.97,portrait_87_blurred.jpg,18,30,Female,99.87,CALM,97.26
84,portrait_88.jpg,20,32,Female,98.66,CALM,95.76,portrait_88_blurred.jpg,22,34,Female,99.12,CALM,96.35
85,portrait_89.jpg,22,34,Female,58.27,SAD,60.99,portrait_89_blurred.jpg,20,32,Female,84.62,SAD,58.68
86,portrait_90.jpg,23,37,Male,99.49,CALM,70.17,portrait_90_blurred.jpg,23,35,Male,98.98,CALM,89.44
87,portrait_91.jpg,22,34,Female,98.73,HAPPY,84.17,portrait_91_blurred.jpg,23,35,Female,99.2,HAPPY,79.46
88,portrait_92.jpg,56,74,Male,53.57,SAD,45.1,portrait_92_blurred.jpg,57,75,Female,57.03,CALM,63.87
89,portrait_93.jpg,52,70,Male,96.72,SAD,79.55,portrait_93_blurred.jpg,57,75,Male,98.28,CALM,66.94
90,portrait_94.jpg,22,34,Male,99.63,HAPPY,76.45,portrait_94_blurred.jpg,21,33,Male,97.54,HAPPY,68.16
91,portrait_95.jpg,51,69,Male,97.27,CALM,93.29,portrait_95_blurred.jpg,51,69,Male,96.65,CALM,89.87
92,portrait_96.jpg,22,34,Male,96.29,SAD,60.3,portrait_96_blurred.jpg,22,34,Male,76.66,CALM,49.11
93,portrait_97.jpg,19,31,Female,63.25,CALM,69.26,portrait_97_blurred.jpg,20,32,Female,63.21,CALM,82.27
94,portrait_98.jpg,22,34,Male,93.45,ANGRY,66.02,portrait_98_blurred.jpg,21,33,Male,89.31,CALM,63.2
95,portrait_99.jpg,23,35,Male,52.41,CALM,79.26,portrait_99_blurred.jpg,27,43,Female,89.52,CALM,68.68
96,portrait_100.jpg,22,34,Female,96.24,FEAR,85.9,portrait_100_blurred.jpg,21,33,Female,98.15,CALM,77.09
97,portrait_101.jpg,12,22,Female,99.49,CALM,89.44,portrait_101_blurred.jpg,5,15,Female,98.44,CALM,60.03
98,portrait_102.jpg,22,34,Female,99.87,CALM,94.77,portrait_102_blurred.jpg,22,34,Female,99.84,CALM,96.7
99,portrait_103.jpg,3,9,Female,85.98,CALM,72.46,portrait_103_blurred.jpg,4,12,Female,89.25,CALM,82.93
100,portrait_104.jpg,22,34,Female,99.95,CALM,68.01,portrait_104_blurred.jpg,22,34,Female,99.93,CALM,65.82
101,portrait_105.jpg,22,34,Male,99.04,SAD,47.38,portrait_105_blurred.jpg,22,34,Male,99.44,CALM,55.07
102,portrait_106.jpg,23,37,Male,58.69,SAD,71.99,portrait_106_blurred.jpg,23,37,Female,80.35,HAPPY,32.22
103,portrait_107.jpg,22,34,Male,98.75,CALM,98.53,portrait_107_blurred.jpg,21,33,Male,96.71,CALM,98.15
104,portrait_108.jpg,2,8,Female,99.26,CALM,96.79,portrait_108_blurred.jpg,2,8,Female,99.39,CALM,96.4
105,portrait_109.jpg,19,31,Female,81.68,CALM,85.23,portrait_109_blurred.jpg,16,28,Female,82.9,CALM,94.88
106,portrait_110.jpg,22,34,Female,97.19,CALM,97.85,portrait_110_blurred.jpg,20,32,Female,96.93,CALM,94.99
107,portrait_111.jpg,43,61,Female,76.53,SAD,59.2,portrait_111_blurred.jpg,38,56,Male,64.68,CONFUSED,72.36
108,portrait_112.jpg,34,50,Male,98.16,CALM,90.57,portrait_112_blurred.jpg,24,38,Male,95.86,CALM,99.29
109,portrait_113.jpg,22,34,Female,98.5,HAPPY,95.51,portrait_113_blurred.jpg,22,34,Female,99.62,HAPPY,97.01
110,portrait_114.jpg,21,33,Male,96.1,CALM,99.55,portrait_114_blurred.jpg,23,37,Male,76.07,CALM,99.2
111,portrait_115.jpg,22,34,Male,94.55,CALM,81.47,portrait_115_blurred.jpg,20,32,Male,98.01,CALM,57.35
112,portrait_116.jpg,51,69,Male,98.68,CALM,90.48,portrait_116_blurred.jpg,50,68,Male,97.05,CALM,91.59
113,portrait_117.jpg,13,23,Female,98.5,CALM,95.23,portrait_117_blurred.jpg,13,23,Female,98.13,CALM,95.3
114,portrait_118.jpg,47,65,Male,97.35,CALM,67.43,portrait_118_blurred.jpg,42,60,Male,93.61,ANGRY,94.22
115,portrait_119.jpg,23,35,Female,87.64,CALM,99.42,portrait_119_blurred.jpg,22,34,Female,97.29,CALM,99.42
116,portrait_120.jpg,22,34,Female,97.91,CALM,88.23,portrait_120_blurred.jpg,22,34,Female,98.23,CALM,83.25
117,portrait_121.jpg,14,26,Female,99.85,CALM,96.38,portrait_121_blurred.jpg,13,25,Female,99.78,CALM,97.62
118,portrait_122.jpg,22,34,Female,87.08,SAD,98.86,portrait_122_blurred.jpg,22,34,Female,63.04,SAD,99.52
119,portrait_123.jpg,22,34,Female,80.09,CALM,47.42,portrait_123_blurred.jpg,22,34,Female,95.81,SURPRISED,48.04
120,portrait_124.jpg,50,68,Male,99.83,SAD,67.84,portrait_124_blurred.jpg,54,72,Male,97.25,SAD,59.93
121,portrait_125.jpg,51,69,Male,66.61,HAPPY,94.15,portrait_125_blurred.jpg,51,69,Female,99.55,HAPPY,97.24
122,portrait_126.jpg,14,26,Female,83.14,SAD,97.94,portrait_126_blurred.jpg,13,25,Female,94.64,SAD,99.71
123,portrait_127.jpg,22,34,Female,99.75,CALM,81.88,portrait_127_blurred.jpg,22,34,Female,99.66,CALM,83.74
124,portrait_128.jpg,28,44,Male,99.79,CALM,96.47,portrait_128_blurred.jpg,22,34,Male,99.07,CALM,96.99
125,portrait_129.jpg,33,49,Female,96.55,CALM,50.55,portrait_129_blurred.jpg,25,39,Female,99.03,SAD,67.75
126,portrait_130.jpg,16,28,Female,86.59,SAD,63.5,portrait_130_blurred.jpg,13,25,Female,96.19,CALM,60.81
127,portrait_131.jpg,22,34,Female,62.05,HAPPY,65.42,portrait_131_blurred.jpg,22,34,Female,80.07,HAPPY,74.17
128,portrait_132.jpg,16,28,Female,98.45,CALM,67.02,portrait_132_blurred.jpg,18,30,Female,98.85,FEAR,81.7
129,portrait_133.jpg,45,63,Male,98.18,CALM,95.0,portrait_133_blurred.jpg,45,63,Male,84.28,CALM,63.41
130,portrait_135.jpg,4,14,Female,99.44,HAPPY,64.03,portrait_135_blurred.jpg,4,12,Female,99.41,HAPPY,77.59
131,portrait_136.jpg,14,26,Male,98.54,CALM,97.51,portrait_136_blurred.jpg,16,28,Male,95.82,CALM,96.57
132,portrait_137.jpg,46,64,Female,64.54,HAPPY,99.62,portrait_137_blurred.jpg,52,70,Female,53.23,HAPPY,99.3
133,portrait_138.jpg,23,35,Female,85.1,FEAR,83.66,portrait_138_blurred.jpg,12,22,Female,93.78,SAD,81.14
134,portrait_139.jpg,11,21,Female,86.38,CALM,65.48,portrait_139_blurred.jpg,4,12,Female,70.32,CALM,72.21
135,portrait_140.jpg,51,69,Female,81.32,HAPPY,97.31,portrait_140_blurred.jpg,58,76,Female,98.39,HAPPY,89.54
136,portrait_141.jpg,15,27,Female,98.7,CALM,85.83,portrait_141_blurred.jpg,15,27,Female,97.04,CALM,79.27
137,portrait_142.jpg,51,69,Male,99.71,CALM,98.79,portrait_142_blurred.jpg,51,69,Male,99.77,CALM,99.08
138,portrait_143.jpg,2,8,Female,99.42,CONFUSED,89.83,portrait_143_blurred.jpg,2,8,Female,99.9,CONFUSED,86.3
139,portrait_144.jpg,22,34,Female,99.83,HAPPY,98.95,portrait_144_blurred.jpg,22,34,Female,99.78,HAPPY,99.62
140,portrait_145.jpg,22,34,Female,99.41,HAPPY,99.82,portrait_145_blurred.jpg,18,30,Female,98.52,HAPPY,99.7
141,portrait_146.jpg,18,30,Female,68.44,CALM,99.13,portrait_146_blurred.jpg,15,27,Female,90.14,CALM,99.23
142,portrait_147.jpg,18,30,Female,99.91,CALM,89.59,portrait_147_blurred.jpg,17,29,Female,99.95,CALM,97.21
143,portrait_148.jpg,4,14,Female,96.22,SAD,99.59,portrait_148_blurred.jpg,4,14,Female,98.23,SAD,98.92
144,portrait_149.jpg,20,32,Female,99.91,CALM,98.98,portrait_149_blurred.jpg,21,33,Female,99.91,CALM,98.92
145,portrait_150.jpg,0,3,Female,63.92,HAPPY,98.77,portrait_150_blurred.jpg,0,3,Female,75.42,HAPPY,98.67
146,portrait_151.jpg,22,34,Male,99.9,CONFUSED,53.63,portrait_151_blurred.jpg,22,34,Male,99.55,CONFUSED,93.9
147,portrait_152.jpg,14,26,Male,98.67,ANGRY,64.37,portrait_152_blurred.jpg,17,29,Male,97.95,ANGRY,97.48
148,portrait_153.jpg,21,33,Female,99.87,CALM,96.91,portrait_153_blurred.jpg,22,34,Female,99.8,CALM,80.89
149,portrait_154.jpg,21,33,Female,99.48,CALM,82.21,portrait_154_blurred.jpg,20,32,Female,99.03,CALM,74.16
150,portrait_155.jpg,35,51,Female,98.28,HAPPY,74.7,portrait_155_blurred.jpg,33,49,Female,98.76,HAPPY,76.31
151,portrait_156.jpg,22,34,Female,99.62,SAD,63.9,portrait_156_blurred.jpg,22,34,Female,99.91,CALM,85.76
152,portrait_157.jpg,12,22,Female,95.24,SAD,93.98,portrait_157_blurred.jpg,12,22,Female,88.31,SAD,99.23
153,portrait_158.jpg,5,15,Female,99.87,CALM,85.39,portrait_158_blurred.jpg,5,15,Female,99.88,CALM,88.63
154,portrait_159.jpg,26,40,Male,98.2,CALM,82.65,portrait_159_blurred.jpg,21,33,Male,95.25,CALM,87.15
155,portrait_160.jpg,12,22,Female,99.98,CALM,85.9,portrait_160_blurred.jpg,12,22,Female,99.98,CALM,86.18
156,portrait_161.jpg,51,69,Female,98.89,HAPPY,99.87,portrait_161_blurred.jpg,51,69,Female,98.43,HAPPY,99.69
157,portrait_162.jpg,26,42,Male,84.87,FEAR,72.45,portrait_162_blurred.jpg,27,43,Male,89.45,FEAR,69.78
158,portrait_163.jpg,20,32,Female,95.3,CALM,95.52,portrait_163_blurred.jpg,20,32,Female,93.61,CALM,97.58
159,portrait_164.jpg,12,22,Female,99.49,FEAR,98.41,portrait_164_blurred.jpg,14,26,Female,98.29,FEAR,93.37
160,portrait_165.jpg,13,25,Female,96.57,CALM,41.26,portrait_165_blurred.jpg,17,29,Female,96.39,SURPRISED,70.48
161,portrait_166.jpg,24,38,Female,75.83,FEAR,97.1,portrait_166_blurred.jpg,21,33,Female,96.82,FEAR,91.56
162,portrait_167.jpg,22,34,Female,99.52,CALM,53.87,portrait_167_blurred.jpg,22,34,Female,99.4,CALM,46.61
163,portrait_168.jpg,22,34,Female,91.44,SAD,56.79,portrait_168_blurred.jpg,21,33,Female,98.07,SURPRISED,50.32
164,portrait_169.jpg,22,34,Male,99.28,CALM,81.09,portrait_169_blurred.jpg,15,27,Male,99.22,CALM,88.53
165,portrait_170.jpg,52,70,Male,97.87,CALM,88.51,portrait_170_blurred.jpg,54,72,Male,94.47,CALM,95.82
166,portrait_171.jpg,39,57,Male,97.74,SURPRISED,42.21,portrait_171_blurred.jpg,33,49,Male,99.74,SURPRISED,85.8
167,portrait_172.jpg,10,20,Female,98.65,CALM,56.81,portrait_172_blurred.jpg,13,23,Female,99.08,CALM,96.52
168,portrait_173.jpg,22,34,Male,99.62,HAPPY,36.28,portrait_173_blurred.jpg,22,34,Male,95.7,CALM,31.3
169,portrait_174.jpg,10,20,Male,87.15,FEAR,68.68,portrait_174_blurred.jpg,10,20,Female,55.27,FEAR,51.19
170,portrait_175.jpg,23,37,Female,50.64,SAD,39.29,portrait_175_blurred.jpg,22,34,Female,98.38,SAD,44.92
171,portrait_176.jpg,51,69,Male,99.74,CALM,88.13,portrait_176_blurred.jpg,57,75,Male,99.43,SAD,43.37
172,portrait_177.jpg,13,25,Female,97.79,SAD,31.24,portrait_177_blurred.jpg,23,37,Female,96.65,CONFUSED,38.25
173,portrait_179.jpg,5,15,Female,99.44,CALM,38.06,portrait_179_blurred.jpg,5,15,Female,96.84,HAPPY,75.59
174,portrait_180.jpg,12,22,Female,86.83,CALM,78.4,portrait_180_blurred.jpg,11,21,Female,95.79,CALM,81.11
